Place_Name,Total_covid_count,State
lohit district,142772,arunachal-pradesh
lepa rada district,28633,arunachal-pradesh
tawang district,99575,arunachal-pradesh
namsai district,105194,arunachal-pradesh
lower dibang valley district,83531,arunachal-pradesh
lower subansiri district,73100,arunachal-pradesh
longding district,43533,arunachal-pradesh
west siang district,92331,arunachal-pradesh
kamle district,11978,arunachal-pradesh
upper siang district,43428,arunachal-pradesh
tirap district,59514,arunachal-pradesh
papum pare district,1163726,arunachal-pradesh
kurung kumey district,10401,arunachal-pradesh
anjaw district,21058,arunachal-pradesh
siang district,23793,arunachal-pradesh
lower siang district,29595,arunachal-pradesh
kra daadi district,14110,arunachal-pradesh
changlang district,171494,arunachal-pradesh
pakke kessang district,8817,arunachal-pradesh
dibang valley district,2927,arunachal-pradesh
west kameng district,240672,arunachal-pradesh
shi yomi district,2903,arunachal-pradesh
east siang district,201945,arunachal-pradesh
upper subansiri district,61408,arunachal-pradesh
east kameng district,36452,arunachal-pradesh
lohit district,169954,arunachal-pradesh
lepa rada district,33504,arunachal-pradesh
tawang district,86721,arunachal-pradesh
namsai district,117173,arunachal-pradesh
lower dibang valley district,104498,arunachal-pradesh
lower subansiri district,94109,arunachal-pradesh
longding district,53158,arunachal-pradesh
west siang district,121772,arunachal-pradesh
kamle district,15014,arunachal-pradesh
upper siang district,48672,arunachal-pradesh
tirap district,77626,arunachal-pradesh
papum pare district,1444757,arunachal-pradesh
kurung kumey district,11548,arunachal-pradesh
anjaw district,29854,arunachal-pradesh
siang district,28364,arunachal-pradesh
lower siang district,35467,arunachal-pradesh
kra daadi district,15115,arunachal-pradesh
changlang district,203732,arunachal-pradesh
pakke kessang district,10309,arunachal-pradesh
dibang valley district,3179,arunachal-pradesh
west kameng district,327925,arunachal-pradesh
shi yomi district,3929,arunachal-pradesh
east siang district,261162,arunachal-pradesh
upper subansiri district,69169,arunachal-pradesh
east kameng district,45363,arunachal-pradesh
lohit district,226199,arunachal-pradesh
lepa rada district,40528,arunachal-pradesh
tawang district,132824,arunachal-pradesh
namsai district,152652,arunachal-pradesh
lower dibang valley district,112848,arunachal-pradesh
lower subansiri district,109261,arunachal-pradesh
longding district,57360,arunachal-pradesh
west siang district,136332,arunachal-pradesh
kamle district,16300,arunachal-pradesh
upper siang district,51285,arunachal-pradesh
tirap district,79206,arunachal-pradesh
papum pare district,1651143,arunachal-pradesh
kurung kumey district,12677,arunachal-pradesh
anjaw district,32452,arunachal-pradesh
siang district,34204,arunachal-pradesh
lower siang district,38480,arunachal-pradesh
kra daadi district,15939,arunachal-pradesh
changlang district,216609,arunachal-pradesh
pakke kessang district,12764,arunachal-pradesh
dibang valley district,3266,arunachal-pradesh
west kameng district,371632,arunachal-pradesh
shi yomi district,4909,arunachal-pradesh
east siang district,286766,arunachal-pradesh
upper subansiri district,77637,arunachal-pradesh
east kameng district,52570,arunachal-pradesh
lohit district,236792,arunachal-pradesh
lepa rada district,38997,arunachal-pradesh
tawang district,138313,arunachal-pradesh
namsai district,151676,arunachal-pradesh
lower dibang valley district,137218,arunachal-pradesh
lower subansiri district,143172,arunachal-pradesh
longding district,63481,arunachal-pradesh
west siang district,176377,arunachal-pradesh
kamle district,22093,arunachal-pradesh
upper siang district,61031,arunachal-pradesh
tirap district,88024,arunachal-pradesh
papum pare district,1917365,arunachal-pradesh
kurung kumey district,14780,arunachal-pradesh
anjaw district,31170,arunachal-pradesh
siang district,46250,arunachal-pradesh
lower siang district,50212,arunachal-pradesh
kra daadi district,19724,arunachal-pradesh
changlang district,254818,arunachal-pradesh
pakke kessang district,15377,arunachal-pradesh
dibang valley district,3440,arunachal-pradesh
west kameng district,421418,arunachal-pradesh
shi yomi district,4926,arunachal-pradesh
east siang district,327737,arunachal-pradesh
upper subansiri district,93017,arunachal-pradesh
east kameng district,68774,arunachal-pradesh
lohit district,276551,arunachal-pradesh
lepa rada district,51416,arunachal-pradesh
tawang district,155419,arunachal-pradesh
namsai district,188919,arunachal-pradesh
tinsukia district,41237,assam
lakhimpur district,24946,assam
kamrup district,47859,assam
kokrajhar district,16397,assam
karbi anglong district,15032,assam
sivasagar district,16898,assam
dibrugarh district,44792,assam
south salmara mancachar district,8415,assam
nagaon district,66695,assam
dhubri district,26072,assam
golaghat district,22089,assam
udalguri district,18168,assam
majuli district,2598,assam
sonitpur district,51976,assam
hojai district,16917,assam
marigaon district,79832,assam
chirang district,8445,assam
cachar district,56481,assam
nalbari district,16878,assam
west karbi anglong district,1445,assam
dhemaji district,16037,assam
karimganj district,17261,assam
bongaigaon district,18899,assam
dima hasao district,4233,assam
baksa district,20964,assam
charaideo district,13094,assam
darrang district,28031,assam
kamrup metropolitan district,194617,assam
hailakandi district,15865,assam
barpeta district,67801,assam
goalpara district,27132,assam
biswanath district,16453,assam
jorhat district,33322,assam
tinsukia district,66715,assam
lakhimpur district,39374,assam
kamrup district,74537,assam
kokrajhar district,25926,assam
karbi anglong district,21038,assam
sivasagar district,32513,assam
dibrugarh district,70642,assam
south salmara mancachar district,11905,assam
nagaon district,105834,assam
dhubri district,45661,assam
golaghat district,36437,assam
udalguri district,27215,assam
majuli district,5058,assam
sonitpur district,82799,assam
hojai district,27627,assam
marigaon district,109223,assam
chirang district,11893,assam
cachar district,83921,assam
nalbari district,28274,assam
west karbi anglong district,3059,assam
dhemaji district,28048,assam
karimganj district,29742,assam
bongaigaon district,30556,assam
dima hasao district,7909,assam
baksa district,34924,assam
charaideo district,22888,assam
darrang district,39773,assam
kamrup metropolitan district,320417,assam
hailakandi district,20932,assam
barpeta district,102217,assam
goalpara district,38784,assam
biswanath district,24691,assam
jorhat district,53341,assam
tinsukia district,90928,assam
lakhimpur district,51496,assam
kamrup district,112726,assam
kokrajhar district,40412,assam
karbi anglong district,34200,assam
sivasagar district,42699,assam
dibrugarh district,98822,assam
south salmara mancachar district,19386,assam
nagaon district,142195,assam
dhubri district,67607,assam
golaghat district,54792,assam
udalguri district,37084,assam
majuli district,10921,assam
sonitpur district,116196,assam
hojai district,38583,assam
marigaon district,102867,assam
chirang district,18743,assam
cachar district,123735,assam
nalbari district,41038,assam
west karbi anglong district,4995,assam
dhemaji district,40083,assam
karimganj district,44660,assam
bongaigaon district,50508,assam
dima hasao district,12952,assam
baksa district,50043,assam
charaideo district,28439,assam
darrang district,51560,assam
kamrup metropolitan district,476050,assam
hailakandi district,29372,assam
barpeta district,145945,assam
goalpara district,57019,assam
biswanath district,36071,assam
jorhat district,79724,assam
tinsukia district,127171,assam
lakhimpur district,76772,assam
kamrup district,162592,assam
kokrajhar district,54606,assam
karbi anglong district,53526,assam
sivasagar district,64113,assam
dibrugarh district,144931,assam
south salmara mancachar district,26334,assam
nagaon district,435103,assam
dhubri district,120810,assam
golaghat district,79500,assam
udalguri district,51801,assam
majuli district,16498,assam
sonitpur district,165399,assam
hojai district,53523,assam
marigaon district,193075,assam
chirang district,26846,assam
cachar district,187360,assam
nalbari district,61931,assam
west karbi anglong district,8729,assam
dhemaji district,62268,assam
karimganj district,62738,assam
bongaigaon district,84239,assam
dima hasao district,19051,assam
baksa district,66602,assam
charaideo district,41777,assam
darrang district,67909,assam
kamrup metropolitan district,686010,assam
hailakandi district,43026,assam
barpeta district,225449,assam
goalpara district,101776,assam
biswanath district,52514,assam
jorhat district,110193,assam
tinsukia district,147896,assam
lakhimpur district,84448,assam
kamrup district,205094,assam
kokrajhar district,60413,assam
karbi anglong district,62301,assam
sivasagar district,73524,assam
dibrugarh district,180303,assam
south salmara mancachar district,36980,assam
nagaon district,265767,assam
dhubri district,129363,assam
golaghat district,87815,assam
udalguri district,57339,assam
majuli district,15485,assam
sonitpur district,197716,assam
hojai district,61983,assam
marigaon district,162645,assam
chirang district,32379,assam
cachar district,206705,assam
nalbari district,70290,assam
west karbi anglong district,11141,assam
dhemaji district,69519,assam
karimganj district,76238,assam
bongaigaon district,91061,assam
dima hasao district,26119,assam
baksa district,75377,assam
charaideo district,49174,assam
darrang district,76056,assam
kamrup metropolitan district,1306775,assam
hailakandi district,51401,assam
barpeta district,262834,assam
goalpara district,113947,assam
biswanath district,59752,assam
jorhat district,125165,assam
tinsukia district,148294,assam
lakhimpur district,88545,assam
kamrup district,176995,assam
kokrajhar district,58445,assam
karbi anglong district,62877,assam
sivasagar district,74192,assam
dibrugarh district,169357,assam
south salmara mancachar district,32449,assam
nagaon district,231423,assam
dhubri district,101070,assam
golaghat district,89403,assam
udalguri district,51326,assam
majuli district,13800,assam
sonitpur district,192707,assam
hojai district,63598,assam
marigaon district,130459,assam
chirang district,31621,assam
cachar district,177976,assam
nalbari district,64729,assam
west karbi anglong district,10260,assam
dhemaji district,66560,assam
karimganj district,70635,assam
bongaigaon district,80689,assam
dima hasao district,28118,assam
baksa district,70162,assam
charaideo district,45010,assam
darrang district,70387,assam
kamrup metropolitan district,2488968,assam
hailakandi district,47321,assam
barpeta district,228864,assam
goalpara district,97473,assam
biswanath district,61472,assam
jorhat district,129744,assam
tinsukia district,196245,assam
lakhimpur district,115808,assam
kamrup district,222439,assam
kokrajhar district,77004,assam
karbi anglong district,83280,assam
sivasagar district,101503,assam
dibrugarh district,230118,assam
south salmara mancachar district,32727,assam
nagaon district,258566,assam
dhubri district,115968,assam
golaghat district,121795,assam
udalguri district,69169,assam
majuli district,19170,assam
sonitpur district,257623,assam
hojai district,84120,assam
marigaon district,116364,assam
chirang district,45161,assam
cachar district,242781,assam
nalbari district,82814,assam
west karbi anglong district,14546,assam
dhemaji district,90986,assam
karimganj district,96450,assam
bongaigaon district,104703,assam
dima hasao district,41878,assam
baksa district,92868,assam
charaideo district,59490,assam
darrang district,90156,assam
kamrup metropolitan district,2188998,assam
hailakandi district,62134,assam
barpeta district,262253,assam
goalpara district,119928,assam
biswanath district,78058,assam
jorhat district,167468,assam
tinsukia district,224113,assam
lakhimpur district,129734,assam
kamrup district,249708,assam
kokrajhar district,90371,assam
karbi anglong district,95122,assam
sivasagar district,112099,assam
dibrugarh district,255885,assam
south salmara mancachar district,39935,assam
nagaon district,287586,assam
dhubri district,134357,assam
golaghat district,138710,assam
udalguri district,77332,assam
majuli district,20488,assam
sonitpur district,298139,assam
hojai district,95246,assam
marigaon district,132919,assam
chirang district,51791,assam
cachar district,273506,assam
nalbari district,95723,assam
west karbi anglong district,17914,assam
dhemaji district,103033,assam
karimganj district,108697,assam
bongaigaon district,119397,assam
dima hasao district,45414,assam
baksa district,106632,assam
charaideo district,70323,assam
darrang district,98623,assam
kamrup metropolitan district,2510384,assam
hailakandi district,67877,assam
barpeta district,295624,assam
goalpara district,139662,assam
biswanath district,88764,assam
jorhat district,185402,assam
tinsukia district,286640,assam
lakhimpur district,170709,assam
kamrup district,322830,assam
kokrajhar district,114668,assam
karbi anglong district,113535,assam
sivasagar district,145386,assam
dibrugarh district,317878,assam
south salmara mancachar district,53050,assam
nagaon district,360749,assam
dhubri district,171651,assam
golaghat district,179380,assam
udalguri district,102667,assam
majuli district,25164,assam
sonitpur district,383179,assam
hojai district,116561,assam
marigaon district,178906,assam
chirang district,69572,assam
cachar district,375774,assam
nalbari district,123597,assam
west karbi anglong district,24370,assam
